IDADE,RENDA_ANUAL,MORADIA,TEMPO_DE_SERVICO,MOTIVO_EMPRESTIMO,SCORE_CREDITO,VALOR_EMPRESTIMO,TAXA_DE_JUROS,SITUACAO_INADIMPLENCIA,COMPROMETIMENTO_DA_RENDA,HISTORICO_DE_INADIMPLENCIA,HISTORICO_DE_CREDITO,CADASTRO_COMPLETO,OBSERVACOES
25,25000,alugada,NULL,quitacao_debitos,A,10000,7.66,1,0.4,n,4,não,
21,35000,propria,5,educacao,C,6500,13.43,0,0.19,n,2,sim,
23,44000,alugada,0,reforma,F,13000,17.26,1,0.3,s,3,sim,
36,40800,hipoteca,7,reforma,D,7200,16.32,0,0.18,s,11,sim,
29,32004,alugada,1,reforma,D,6000,15.7,1,0.19,n,9,sim,
24,50000,hipoteca,2,educacao,A,12500,9.32,0,0.25,n,3,sim,
21,55000,hipoteca,5,uso_pessoal,A,12000,5.42,0,0.22,n,2,sim,
38,78000,hipoteca,6,reforma,C,15000,15.27,1,0.19,n,17,sim,
27,51000,propria,3,reforma,A,3500,7.88,0,0.07,n,5,sim,
42,26568,alugada,6,uso_pessoal,B,2500,10.37,0,0.09,n,14,sim,
30,40000,alugada,2,saude,C,14000,12.73,1,0.35,n,8,sim,
22,46300,alugada,1,educacao,A,6400,NULL,0,0.14,n,4,não,
22,32400,alugada,6,empreendimento,C,7500,14.27,1,0.23,n,2,sim,
25,84000,alugada,5,quitacao_debitos,B,9000,11.36,0,0.11,n,2,sim,
36,238000,hipoteca,2,quitacao_debitos,E,25000,15.95,1,0.11,n,17,sim,
26,46464,hipoteca,1,empreendimento,B,15000,12.21,0,0.32,n,3,sim,
30,80000,hipoteca,7,empreendimento,B,16800,10.99,0,0.21,n,8,sim,
26,50000,propria,10,uso_pessoal,A,14400,7.49,0,0.29,n,4,sim,
28,42000,hipoteca,NULL,quitacao_debitos,D,7600,16.29,1,0.18,n,7,não,
24,125000,alugada,1,reforma,C,1400,NULL,0,0.01,s,4,não,
70,30000,alugada,1,saude,B,5000,10.96,0,0.17,n,28,sim,
25,44000,alugada,1,educacao,D,15000,14.59,1,0.34,n,3,sim,
34,102000,alugada,4,educacao,E,8400,17.19,0,0.08,s,10,sim,
28,42900,alugada,3,uso_pessoal,B,14000,11.14,1,0.33,n,5,sim,
28,125000,hipoteca,0,empreendimento,A,7500,7.49,0,0.06,n,7,sim,
23,44000,hipoteca,0,empreendimento,A,5500,6.17,0,0.13,n,4,sim,
23,78000,alugada,7,quitacao_debitos,A,10000,5.79,0,0.13,n,3,sim,
23,38000,alugada,1,saude,A,5200,7.88,0,0.14,n,3,sim,
29,48000,alugada,9,quitacao_debitos,C,5600,15.96,0,0.12,s,7,sim,
26,111000,hipoteca,10,saude,A,5000,5.79,0,0.05,n,3,sim,
36,20112,hipoteca,NULL,saude,A,3900,5.99,0,0.19,n,12,não,
22,107000,hipoteca,6,reforma,E,24000,19.69,1,0.22,s,4,sim,
25,48000,alugada,2,uso_pessoal,B,6000,10.37,0,0.13,n,4,sim,
25,140000,hipoteca,9,uso_pessoal,B,35000,10.59,0,0.25,n,4,sim,
25,25000,alugada,2,uso_pessoal,B,6000,NULL,0,0.24,n,2,não,
25,50100,alugada,1,uso_pessoal,D,12000,14.74,1,0.24,s,2,sim,
55,125000,hipoteca,9,uso_pessoal,B,8400,9.63,0,0.07,n,18,sim,
34,56000,alugada,16,uso_pessoal,A,5000,8.9,0,0.09,n,8,sim,
38,60000,hipoteca,22,empreendimento,B,2700,11.99,0,0.04,n,15,sim,"Cálculo do comprometimento da renda diferente do apontado; "
23,54400,,2,saude,D,5000,14.72,NULL,0.11,s,5,não,"Cálculo do comprometimento da renda diferente do apontado; "
25,75000,alugada,9,empreendimento,A,6775,7.9,0,0.09,n,4,sim,
23,69600,hipoteca,7,quitacao_debitos,A,1200,6.99,0,0.02,n,3,sim,
21,19200,alugada,5,reforma,C,7000,14.35,1,0.36,n,2,sim,
27,32200,alugada,1,educacao,E,6300,16.45,1,0.2,n,6,sim,
28,100000,hipoteca,12,uso_pessoal,A,10000,5.42,0,0.1,n,8,sim,
25,55000,alugada,2,educacao,C,18000,12.84,1,0.33,n,2,sim,
28,NULL,hipoteca,5,reforma,B,12000,NULL,0,0.35,n,4,não,
24,87000,hipoteca,7,quitacao_debitos,B,25000,10.99,0,0.29,n,4,sim,
24,150000,hipoteca,5,quitacao_debitos,B,20000,10.51,0,0.13,n,4,sim,
29,75000,hipoteca,3,uso_pessoal,B,4000,10.75,0,0.05,n,9,sim,
27,45996,alugada,3,empreendimento,C,10000,NULL,0,0.22,s,5,não,
34,105000,alugada,3,saude,A,7000,9.63,0,0.07,n,10,sim,
23,69000,alugada,6,quitacao_debitos,B,10150,11.99,0,0.15,n,3,sim,
23,30720,alugada,2,uso_pessoal,C,2400,13.98,1,0.08,s,4,sim,
33,95000,alugada,6,reforma,A,3200,7.51,0,0.03,n,5,sim,
24,52000,alugada,2,quitacao_debitos,B,10000,9.91,0,0.19,n,2,sim,
30,44000,alugada,1,educacao,B,8500,11.36,0,0.19,n,7,sim,
27,60000,hipoteca,2,saude,B,4800,11.89,0,0.08,n,7,sim,
22,36000,hipoteca,0,educacao,B,12375,NULL,0,0.34,n,3,não,
43,45000,propria,NULL,saude,B,2000,11.49,0,0.04,n,17,não,
26,60000,alugada,5,quitacao_debitos,C,10000,14.27,0,0.17,n,4,sim,
30,41998,alugada,0,reforma,E,5000,16,1,0.12,n,6,sim,
24,39000,alugada,3,saude,D,4000,14.61,0,0.1,s,4,sim,
31,81000,hipoteca,15,reforma,A,7200,9.63,0,0.09,n,8,sim,
28,18000,propria,12,empreendimento,C,3500,14.22,1,0.19,n,5,sim,
31,62839,alugada,15,reforma,D,9000,15.33,0,0.14,n,10,sim,
30,64000,alugada,1,empreendimento,A,18000,8.38,0,0.28,n,7,sim,
22,36000,alugada,6,quitacao_debitos,B,18200,11.71,1,0.51,n,3,sim,
24,26400,alugada,5,saude,A,10000,6.54,1,0.38,n,4,sim,
22,43000,alugada,7,quitacao_debitos,C,24000,13.85,1,0.56,s,3,sim,
23,59004,propria,3,empreendimento,A,4000,6.99,0,0.07,n,3,sim,
22,36000,alugada,0,educacao,C,1500,13.16,1,0.04,s,4,sim,
37,66150,propria,11,uso_pessoal,C,17000,12.73,0,0.26,n,17,sim,
29,80004,alugada,12,uso_pessoal,B,2000,9.76,0,0.02,n,10,sim,
26,88800,hipoteca,10,saude,B,10000,11.36,0,0.11,n,3,sim,
24,52739,hipoteca,8,reforma,A,8000,9.38,0,0.15,n,2,sim,
26,82000,alugada,8,reforma,A,6000,7.88,0,0.07,n,3,sim,
25,78000,hipoteca,0,empreendimento,A,14000,7.51,0,0.18,n,3,sim,
23,85500,alugada,1,quitacao_debitos,C,17000,13.11,0,0.2,s,3,sim,
27,125000,hipoteca,11,saude,B,30000,10.99,0,0.24,n,10,sim,
29,54548,hipoteca,8,empreendimento,A,6000,7.14,0,0.11,n,9,sim,
30,84000,alugada,4,saude,B,14000,12.42,0,0.17,n,6,sim,
24,100000,hipoteca,0,reforma,C,10000,12.87,0,0.1,s,4,sim,
39,40000,alugada,1,saude,A,3300,NULL,0,0.08,n,13,não,
34,121000,hipoteca,8,reforma,D,12000,14.59,1,0.1,s,8,sim,
29,73000,alugada,2,educacao,A,9200,7.88,0,0.13,n,5,sim,
23,40000,hipoteca,7,empreendimento,B,13000,9.99,0,0.33,n,3,sim,
43,195000,hipoteca,4,educacao,C,10000,12.73,0,0.05,n,12,sim,
25,75500,hipoteca,9,educacao,B,7000,11.36,0,0.09,n,2,sim,
43,141000,hipoteca,24,saude,B,6000,10.99,0,0.04,n,14,sim,
23,36000,alugada,2,quitacao_debitos,D,16750,15.28,1,0.47,s,4,sim,
22,62050,hipoteca,1,saude,C,2000,13.35,1,0.03,s,4,sim,
28,64000,hipoteca,5,empreendimento,A,12000,6.03,0,0.19,n,8,sim,
29,40000,outro,1,saude,A,10000,8,0,0.25,n,10,sim,
28,86652,alugada,5,reforma,B,20000,11.58,1,0.23,n,5,sim,
28,52000,alugada,1,empreendimento,C,8000,NULL,0,0.15,n,8,não,
42,42000,alugada,11,empreendimento,C,9600,13.23,0,0.23,n,15,sim,
26,53307,alugada,5,empreendimento,B,15000,10.39,0,0.28,n,4,sim,
26,52000,hipoteca,6,,B,10000,6.62,0,0.22,,4,não,"Cálculo do comprometimento da renda diferente do apontado; "
36,36000,propria,11,empreendimento,A,15000,7.9,0,0.42,n,12,sim,
25,84000,alugada,1,empreendimento,E,NULL,NULL,0,0.17,n,3,não,
26,40000,alugada,1,saude,A,1400,7.74,0,0.04,n,3,sim,
22,32760,propria,2,empreendimento,C,7000,11.78,0,0.21,s,4,sim,
23,47000,alugada,5,empreendimento,B,16500,10.62,1,0.35,n,3,sim,
25,61000,propria,NULL,,C,12000,NULL,0,0.1,n,14,não,"Cálculo do comprometimento da renda diferente do apontado; Histórico de crédito incompatível com a idade;"
33,140000,hipoteca,6,reforma,A,13000,7.51,0,0.09,n,9,sim,
34,564000,alugada,2,saude,A,6000,7.14,0,0.01,n,5,sim,
33,35050,hipoteca,15,saude,A,8000,8.32,1,0.23,n,6,sim,
22,74476,hipoteca,6,educacao,A,5000,8.49,1,0.07,n,4,sim,
28,25000,alugada,1,saude,C,9600,14.27,1,0.38,s,10,sim,
33,87000,hipoteca,1,uso_pessoal,D,5000,14.96,0,0.06,n,6,sim,
28,31800,alugada,2,empreendimento,E,6400,16.82,1,0.2,s,5,sim,
31,80400,alugada,0,quitacao_debitos,A,12000,7.29,0,0.15,n,10,sim,
27,57000,propria,11,educacao,A,15000,6.03,0,0.26,n,6,sim,
29,100000,hipoteca,8,reforma,B,7000,9.88,0,0.07,n,10,sim,
40,132000,alugada,18,quitacao_debitos,C,11200,12.68,0,0.08,n,12,sim,
22,37000,alugada,0,educacao,A,8000,8.94,0,0.22,n,2,sim,
31,58000,hipoteca,0,educacao,A,3625,6.17,0,0.06,n,5,sim,
24,24000,hipoteca,4,educacao,D,8500,15.7,0,0.35,n,2,sim,
26,59000,alugada,3,saude,D,12000,NULL,1,0.2,n,4,não,
26,74000,hipoteca,4,empreendimento,C,3500,NULL,0,0.05,s,4,não,
31,30000,alugada,0,reforma,A,10000,8.94,1,0.33,n,10,sim,
24,25000,alugada,2,quitacao_debitos,A,5000,8.94,1,0.2,n,2,sim,
37,58000,alugada,1,educacao,B,9500,9.96,0,0.16,n,15,sim,
29,75000,alugada,4,reforma,C,4000,12.68,0,0.05,n,5,sim,
28,59000,hipoteca,1,quitacao_debitos,A,12000,9.63,1,0.2,n,10,sim,
22,55992,alugada,6,empreendimento,B,14000,12.21,0,0.25,n,3,sim,
27,30000,alugada,11,saude,B,4900,11.71,0,0.16,n,5,sim,
26,155000,alugada,7,quitacao_debitos,B,24000,10.99,0,0.15,n,4,sim,
41,35000,hipoteca,18,empreendimento,C,1500,13.06,0,0.04,n,13,sim,
26,183700,alugada,2,uso_pessoal,D,8000,15.62,1,0.04,s,4,sim,
25,40000,alugada,9,uso_pessoal,B,13000,10.99,1,0.33,n,3,sim,
36,56900,hipoteca,16,empreendimento,G,6200,NULL,1,0.11,n,11,não,
27,96000,hipoteca,4,quitacao_debitos,C,2500,12.99,0,0.03,s,10,sim,
27,74000,hipoteca,4,educacao,D,12100,16.89,0,0.16,s,9,sim,
35,24000,alugada,2,quitacao_debitos,C,6000,12.87,0,0.25,n,7,sim,
30,95000,hipoteca,6,uso_pessoal,A,4000,5.99,0,0.04,n,7,sim,
26,84000,hipoteca,10,uso_pessoal,B,4925,9.96,0,0.06,n,3,sim,
31,68000,propria,8,empreendimento,B,10000,7.51,NULL,NULL,n,5,não,
25,105000,hipoteca,9,reforma,C,4800,15.23,0,0.05,s,2,sim,
27,120000,hipoteca,10,quitacao_debitos,A,7000,5.99,0,0.06,n,5,sim,
37,27000,alugada,0,saude,B,1800,11.36,0,0.07,n,11,sim,
23,75000,hipoteca,5,empreendimento,A,12000,7.51,0,0.16,n,3,sim,
24,30000,alugada,1,saude,B,4300,9.63,0,0.14,n,4,sim,
25,66000,hipoteca,4,reforma,C,15000,14.35,0,0.23,n,4,sim,
27,47000,alugada,3,educacao,C,9000,12.98,0,0.19,n,7,sim,
21,42000,alugada,5,empreendimento,D,1000,15.58,1,0.02,n,4,sim,
23,68000,hipoteca,3,empreendimento,B,9750,10.37,0,0.14,n,3,sim,
27,42504,alugada,2,uso_pessoal,B,7200,10.59,0,0.17,n,9,sim,
36,62200,alugada,3,reforma,B,11200,10.59,0,0.18,n,16,sim,
37,90000,hipoteca,11,quitacao_debitos,B,22000,8.88,0,0.24,n,12,sim,
28,26000,hipoteca,7,quitacao_debitos,B,12000,11.36,1,0.46,n,7,sim,
24,65000,alugada,8,saude,B,15000,9.88,0,0.23,n,2,sim,
60,31500,alugada,2,quitacao_debitos,C,4650,13.23,0,0.15,n,27,sim,
24,30000,propria,1,saude,E,15000,15.68,1,0.5,n,3,sim,
27,52000,alugada,0,reforma,B,5100,10.37,0,0.1,n,9,sim,
34,60353,alugada,13,uso_pessoal,B,8500,10.65,0,0.14,n,6,sim,
37,22800,propria,18,educacao,A,7000,6.03,0,0.31,n,12,sim,
69,37000,alugada,6,saude,D,10750,14.59,0,0.29,s,27,sim,
25,80000,alugada,0,quitacao_debitos,B,16000,9.88,0,0.2,n,3,sim,
24,29000,alugada,5,saude,C,NULL,5.42,0,NULL,n,6,não,
25,70000,alugada,2,saude,C,7000,13.79,0,0.1,s,3,sim,
22,52000,hipoteca,5,educacao,A,6000,7.9,0,0.12,n,4,sim,
48,66948,hipoteca,1,empreendimento,B,24000,10.62,0,0.36,n,12,sim,
24,47000,hipoteca,9,empreendimento,C,9600,15.96,0,0.2,n,2,sim,
21,36000,hipoteca,5,saude,B,1000,12.42,0,0.03,n,2,sim,
31,35000,alugada,4,empreendimento,C,3425,13.43,0,0.1,s,7,sim,
24,64000,hipoteca,8,uso_pessoal,A,14500,5.42,1,0.23,n,2,sim,
30,52500,alugada,2,reforma,B,20000,10.37,1,0.38,n,7,sim,
31,20000,alugada,7,quitacao_debitos,C,NULL,9.99,0,0.21,n,4,não,
22,54996,hipoteca,6,quitacao_debitos,B,25000,12.42,0,0.45,n,2,sim,
25,68000,alugada,4,uso_pessoal,C,20000,12.53,0,0.29,s,4,sim,
23,58000,outro,0,empreendimento,B,16000,12.21,0,0.28,n,4,sim,
31,35600,alugada,0,saude,C,4000,13.61,0,0.11,n,5,sim,
28,33000,hipoteca,9,uso_pessoal,A,4000,7.9,1,0.12,n,8,sim,
25,105000,hipoteca,9,empreendimento,C,4800,15.23,0,0.05,s,2,sim,
37,25000,propria,8,empreendimento,C,10625,13.06,0,0.42,s,12,sim,"Cálculo do comprometimento da renda diferente do apontado; "
30,53000,alugada,1,saude,A,11000,6.62,0,0.21,n,9,sim,
31,24000,alugada,2,quitacao_debitos,A,3000,7.49,0,0.13,n,10,sim,
29,30000,hipoteca,0,quitacao_debitos,A,15000,9.63,0,0.5,n,8,sim,
25,84000,alugada,5,reforma,B,18000,9.88,0,0.21,n,3,sim,
35,30000,alugada,5,saude,A,1500,7.29,1,0.05,n,8,sim,
25,36000,hipoteca,5,empreendimento,E,4800,17.93,0,0.13,n,3,sim,
48,41500,alugada,3,saude,A,5000,7.29,0,0.12,n,14,sim,
37,88000,alugada,4,educacao,G,25000,19.66,1,0.28,s,15,sim,
37,220000,alugada,0,educacao,B,30000,9.91,0,0.14,n,17,sim,
26,260000,propria,10,reforma,B,28000,10.99,0,0.11,n,3,sim,
32,140900,alugada,1,uso_pessoal,C,10000,14.79,0,0.07,s,9,sim,
23,42000,propria,7,educacao,B,4400,11.89,0,0.1,n,4,sim,
28,98000,alugada,0,reforma,D,20000,14.96,1,0.2,n,6,sim,
23,89000,alugada,7,,C,12200,12.53,0,NULL,n,4,não,
22,66300,alugada,4,saude,B,30000,12.69,1,0.38,n,3,sim,"Cálculo do comprometimento da renda diferente do apontado; "
26,33000,propria,NULL,empreendimento,A,10150,8.49,0,0.31,n,2,não,
41,39000,alugada,0,empreendimento,B,5000,NULL,0,0.13,n,15,não,
22,72000,hipoteca,NULL,quitacao_debitos,A,7200,7.9,0,0.1,n,3,não,
28,130000,hipoteca,1,educacao,D,5600,15.65,0,0.04,n,9,sim,
24,33500,alugada,2,empreendimento,C,10000,13.16,0,0.3,s,3,sim,
28,59000,hipoteca,2,empreendimento,B,14000,10.36,0,0.24,n,5,sim,
37,100000,hipoteca,3,empreendimento,B,6000,11.99,0,0.06,n,13,sim,
27,117000,alugada,7,uso_pessoal,B,1800,12.42,0,0.02,n,10,sim,
27,76000,hipoteca,7,educacao,B,6400,10.65,0,0.08,n,7,sim,
23,80000,propria,2,educacao,F,6000,19.13,0,0.07,s,4,sim,"Cálculo do comprometimento da renda diferente do apontado; "
27,38000,alugada,12,empreendimento,A,7000,7.66,0,0.18,n,6,sim,
23,110000,hipoteca,7,empreendimento,A,5000,6.91,0,0.05,n,2,sim,
26,32400,hipoteca,10,saude,D,10000,NULL,1,0.31,s,4,não,
33,100000,hipoteca,1,reforma,B,25000,10.39,0,0.25,n,8,sim,
24,35004,alugada,6,saude,D,7200,NULL,0,0.21,n,2,não,
26,68399,hipoteca,7,uso_pessoal,A,10500,6.91,0,0.15,n,3,sim,
36,39996,alugada,0,empreendimento,B,2000,11.49,0,0.05,n,11,sim,
27,160000,hipoteca,12,saude,C,1500,11.78,0,0.01,s,6,sim,
26,53000,hipoteca,3,empreendimento,A,2800,6.03,0,0.05,n,3,sim,
NULL,49441,propria,NULL,reforma,A,7000,11.99,0,0.08,n,4,não,"Cálculo do comprometimento da renda diferente do apontado; "
48,19632,alugada,19,uso_pessoal,C,2000,13.47,0,0.1,s,12,sim,
25,75000,alugada,9,uso_pessoal,A,10000,7.49,0,0.13,n,3,sim,
24,48000,alugada,6,educacao,C,5000,13.11,0,0.1,s,4,sim,
24,47000,alugada,8,empreendimento,E,15000,18.64,1,0.32,n,4,sim,
25,90000,hipoteca,0,educacao,B,9000,12.69,0,0.1,n,3,sim,
22,20000,alugada,2,educacao,A,10000,7.49,1,0.5,n,4,sim,
24,30852,alugada,4,saude,A,11200,5.79,1,0.36,n,4,sim,
28,45000,alugada,6,saude,B,11000,11.99,0,0.24,n,7,sim,
24,23000,alugada,2,educacao,A,1600,7.68,0,0.07,n,2,sim,
35,154000,propria,13,empreendimento,A,12000,6.92,0,0.08,n,5,sim,
22,50000,alugada,2,empreendimento,B,3500,NULL,0,0.07,n,3,não,
26,42000,alugada,1,saude,A,10000,6.54,0,0.24,n,4,sim,
24,55008,alugada,6,empreendimento,E,10000,14.93,0,0.18,s,3,sim,
32,84000,alugada,NULL,uso_pessoal,B,14400,11.99,0,0.17,n,6,não,
29,75000,propria,NULL,educacao,D,5000,15.62,0,0.07,n,10,não,
36,40000,hipoteca,16,educacao,D,4000,18.07,0,0.1,s,14,sim,
22,41400,alugada,2,saude,C,17000,12.87,1,0.41,n,3,sim,
22,107004,hipoteca,2,educacao,A,10000,7.29,0,0.09,n,3,sim,
22,38400,alugada,4,educacao,C,4000,12.99,0,0.1,n,2,sim,
34,204000,hipoteca,0,educacao,B,16000,11.83,0,0.08,n,5,sim,
23,75000,alugada,0,uso_pessoal,C,15000,13.57,1,0.2,s,3,sim,
23,110000,alugada,2,empreendimento,B,20000,NULL,0,0.18,n,2,não,
31,60000,alugada,5,reforma,A,12000,7.49,0,0.2,n,10,sim,
23,57600,alugada,1,quitacao_debitos,A,4000,7.75,0,0.07,n,2,sim,
36,92000,hipoteca,18,quitacao_debitos,A,4000,7.29,0,0.04,n,13,sim,
25,86004,alugada,1,uso_pessoal,C,15000,12.53,0,0.17,n,4,sim,
23,43200,propria,6,empreendimento,E,13000,15.95,0,0.3,n,2,sim,
25,71000,hipoteca,9,quitacao_debitos,A,7200,6.62,0,0.1,n,4,sim,
21,45000,alugada,5,empreendimento,C,4000,12.87,0,0.09,s,2,sim,
23,80000,hipoteca,3,educacao,A,6000,5.99,0,0.07,n,4,sim,"Cálculo do comprometimento da renda diferente do apontado; "
25,46000,alugada,8,quitacao_debitos,C,18250,14.26,1,0.4,n,3,sim,
28,61000,hipoteca,12,uso_pessoal,A,12000,6.03,0,0.2,n,5,sim,
24,40000,alugada,6,educacao,A,5000,6.17,0,0.13,n,2,sim,
37,78000,hipoteca,9,quitacao_debitos,E,20000,16.35,1,0.26,n,14,sim,
28,68004,alugada,1,uso_pessoal,C,15000,13.16,0,0.22,n,7,sim,
22,67200,hipoteca,2,uso_pessoal,B,5000,9.99,0,0.07,n,2,sim,
27,89000,propria,10,empreendimento,A,3000,6.76,0,0.03,n,6,sim,
30,50000,hipoteca,6,quitacao_debitos,C,4000,14.27,0,0.08,n,9,sim,
23,67000,propria,1,empreendimento,A,3250,6.76,0,0.05,n,2,sim,
22,40800,alugada,5,saude,A,2000,6.62,0,0.05,n,2,sim,
22,46968,alugada,1,uso_pessoal,C,8500,NULL,1,0.18,n,4,não,
22,70000,hipoteca,6,uso_pessoal,D,25000,15.31,0,0.36,s,4,sim,
23,83000,alugada,3,saude,A,10000,6.54,0,0.12,n,3,sim,
22,19200,hipoteca,3,educacao,D,5000,15.33,1,0.26,s,2,sim,
29,42000,alugada,13,uso_pessoal,C,9000,13.06,0,0.21,n,5,sim,
23,35000,propria,2,empreendimento,A,5500,5.42,0,0.16,n,2,sim,
31,32400,alugada,2,quitacao_debitos,C,20500,11.03,1,0.63,s,6,sim,
26,30000,alugada,6,reforma,,6500,8.49,NULL,0.22,n,5,não,
26,47000,alugada,8,uso_pessoal,C,3800,13.49,0,0.08,n,3,sim,
35,78000,hipoteca,9,quitacao_debitos,A,10000,6.54,0,0.13,n,8,sim,
26,37000,hipoteca,4,empreendimento,A,10400,8.94,0,0.28,n,3,sim,
24,72000,hipoteca,3,uso_pessoal,C,20000,13.57,0,0.28,n,3,sim,
31,43000,alugada,15,saude,B,13350,12.42,1,0.31,n,6,sim,
24,97000,hipoteca,6,reforma,C,6800,13.61,0,0.07,s,4,sim,
30,86000,hipoteca,7,quitacao_debitos,B,10000,NULL,0,0.12,n,10,não,
25,76209,hipoteca,9,quitacao_debitos,C,3000,NULL,0,0.04,s,4,não,
22,56324,alugada,2,educacao,B,12400,10.74,0,0.22,n,4,sim,
24,45000,alugada,0,saude,A,5000,7.88,0,0.11,n,3,sim,
41,37000,hipoteca,3,empreendimento,C,6000,12.99,0,0.16,n,11,sim,
32,28800,alugada,3,saude,A,7000,7.51,0,0.24,n,10,sim,
25,90000,hipoteca,9,empreendimento,A,20000,6.54,0,0.22,n,3,sim,
23,32000,hipoteca,1,quitacao_debitos,B,15000,11.58,0,0.47,n,4,sim,
23,96000,hipoteca,0,empreendimento,B,20000,11.11,0,0.21,n,2,sim,
28,49000,hipoteca,5,reforma,D,19750,15.58,1,0.4,s,9,sim,
22,48000,propria,4,uso_pessoal,B,2400,11.46,0,0.05,n,3,sim,
41,37000,alugada,2,saude,B,3000,NULL,0,0.08,n,16,não,
23,84000,hipoteca,7,uso_pessoal,B,25000,10.25,0,0.3,n,2,sim,
25,79000,hipoteca,9,saude,A,10000,5.79,0,0.13,n,3,sim,
30,32000,alugada,15,empreendimento,C,11500,15.23,1,0.36,n,6,sim,
22,56400,hipoteca,6,educacao,D,8400,14.91,1,0.15,n,2,sim,
21,104740,hipoteca,5,educacao,B,19200,11.99,0,0.18,n,2,sim,
24,98000,hipoteca,1,quitacao_debitos,C,16000,14.79,1,0.16,s,2,sim,
27,35000,alugada,0,saude,A,6400,7.74,0,0.18,n,5,sim,
28,62040,alugada,0,uso_pessoal,C,13400,13.06,0,0.22,s,6,sim,
24,54731,alugada,2,quitacao_debitos,B,3200,11.83,0,0.06,n,2,sim,
31,121000,hipoteca,15,quitacao_debitos,C,25000,12.73,0,0.21,s,9,sim,
34,160000,hipoteca,9,quitacao_debitos,B,7500,NULL,0,0.05,n,10,não,
25,84000,alugada,1,empreendimento,E,8000,16.45,1,0.1,s,4,sim,
24,43000,hipoteca,7,saude,C,6000,13.49,0,0.14,s,3,sim,
33,65000,hipoteca,1,saude,B,15000,11.99,0,0.23,n,10,sim,
25,93000,hipoteca,3,quitacao_debitos,C,2000,15.23,0,0.02,n,4,sim,
28,48000,hipoteca,4,empreendimento,B,3000,11.99,0,0.06,n,6,sim,
27,39000,alugada,1,empreendimento,D,6000,14.61,1,0.15,n,7,sim,
22,69000,alugada,2,empreendimento,A,6000,7.49,0,0.09,n,4,sim,
38,30000,alugada,0,uso_pessoal,D,15000,14.61,1,0.5,s,15,sim,
23,40000,alugada,1,empreendimento,B,4600,10.59,0,0.12,n,3,sim,
37,86500,hipoteca,13,educacao,A,6500,7.14,0,0.08,n,13,sim,
26,94000,,8,uso_pessoal,A,19000,6.99,1,0.45,,3,não,"Cálculo do comprometimento da renda diferente do apontado; "
32,86000,hipoteca,4,saude,B,10800,12.42,0,0.13,n,7,sim,
24,135000,hipoteca,3,empreendimento,B,21000,10.38,0,0.16,n,4,sim,
37,45996,hipoteca,11,empreendimento,B,6000,9.25,0,0.13,n,16,sim,
26,21000,alugada,3,uso_pessoal,A,5000,6.99,0,0.24,n,3,sim,
22,15996,alugada,3,educacao,C,4000,13.35,1,0.25,s,2,sim,
24,96000,hipoteca,7,reforma,C,6000,13.92,0,0.06,s,4,sim,
25,78000,hipoteca,0,quitacao_debitos,A,10000,5.79,0,0.13,n,2,sim,
30,58000,hipoteca,14,quitacao_debitos,B,5350,9.99,0,0.09,n,9,sim,
21,28500,propria,0,educacao,C,4800,12.87,0,0.17,n,3,sim,
27,80000,hipoteca,1,educacao,B,20000,11.36,0,0.25,n,8,sim,
22,52000,hipoteca,0,educacao,C,6400,11.34,0,0.12,s,4,sim,
25,60000,hipoteca,5,empreendimento,A,5000,NULL,0,0.08,n,4,não,
23,60000,alugada,2,educacao,A,4500,NULL,0,NULL,n,3,não,
30,25000,hipoteca,NULL,quitacao_debitos,B,7000,10.99,0,0.28,n,10,não,
22,35000,alugada,0,empreendimento,C,2000,12.99,0,0.06,s,2,sim,
27,37793,alugada,11,empreendimento,B,17625,12.69,1,0.47,n,7,sim,
24,70000,hipoteca,3,quitacao_debitos,B,11000,NULL,0,0.16,n,3,não,
26,60000,alugada,0,uso_pessoal,A,24000,7.9,1,0.4,n,4,sim,
30,100000,hipoteca,0,uso_pessoal,D,30000,16.77,0,0.3,s,6,sim,
25,79200,hipoteca,1,uso_pessoal,C,11200,14.79,1,0.14,s,3,sim,
51,58000,alugada,2,saude,E,1500,19.03,1,0.03,n,24,sim,
26,69000,hipoteca,10,reforma,D,6200,15.99,1,0.09,n,2,sim,
39,83400,alugada,2,educacao,E,10000,16.4,1,0.12,s,14,sim,
36,89004,alugada,2,uso_pessoal,B,1500,11.36,0,0.02,n,14,sim,
25,74000,alugada,9,reforma,A,8000,7.29,1,0.11,n,3,sim,
30,40525,hipoteca,8,reforma,C,4800,14.65,1,0.12,n,10,sim,
33,22356,alugada,2,saude,A,6000,7.9,0,0.27,n,8,sim,
23,78000,hipoteca,4,uso_pessoal,A,15000,8.49,0,0.19,n,2,sim,
27,55200,alugada,0,quitacao_debitos,A,4000,6.76,0,0.07,n,6,sim,
21,19500,hipoteca,0,educacao,B,15000,9.64,1,0.77,n,2,sim,
36,144000,hipoteca,1,quitacao_debitos,A,21000,7.9,0,0.15,n,16,sim,
30,24000,alugada,5,saude,C,5500,13.23,0,0.23,s,8,sim,
37,28500,hipoteca,6,educacao,A,1800,6.76,0,0.06,n,12,sim,
25,60000,alugada,9,saude,C,8400,13.99,0,0.14,s,3,sim,
31,118000,hipoteca,8,saude,B,6000,12.69,0,0.05,n,9,sim,
